field,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
anl15_bps_ind_12_m_1m_chg,The weighted one-month percent change of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9884,61,444,1.2,[]
anl15_bps_ind_12_m_3m_chg,The weighted 3-month percent change of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.989,37,102,1.2,[]
anl15_bps_ind_12_m_6m_chg,The weighted 6-month percent change of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9891,38,81,1.2,[]
anl15_bps_ind_12_m_cos,The number of companies with a 12-month forward mean book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9911,93,298,1.2,[]
anl15_bps_ind_12_m_cos_dn,The number of companies for which 12-month forward mean book value per share (BPS) estimation has been lowered from last month within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.984,52,90,1.2,[]
anl15_bps_ind_12_m_cos_up,The number of companies for which 12-month forward mean book value per share (BPS) estimation has been raised from last month within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9787,54,85,1.2,[]
anl15_bps_ind_12_m_ests,The 12-month forward pro-rated total number of estimates within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9907,102,276,1.2,[]
anl15_bps_ind_12_m_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9606,67,271,1.2,[]
anl15_bps_ind_12_m_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.953,27,49,1.2,[]
anl15_bps_ind_12_m_gro,The weighted 12-month forward year-over-year growth of book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9896,79,211,1.2,[]
anl15_bps_ind_12_m_mean,The weighted average of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9911,45,128,1.2,[]
anl15_bps_ind_12_m_pe,The weighted average price/earnings ratio based on 12-month forward EPS estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.99,62,133,1.2,[]
anl15_bps_ind_12_m_st_dev,The weighted average standard deviation of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9874,51,129,1.2,[]
anl15_bps_ind_12_m_total,The total of 12-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9911,68,116,1.2,[]
anl15_bps_ind_12_m_tr_mean,The weighted average of 12-month trailing book value per share (BPS) aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9919,37,74,1.2,[]
anl15_bps_ind_18_m_1m_chg,The weighted 1-month percent change of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9864,31,124,1.2,[]
anl15_bps_ind_18_m_3m_chg,The weighted 3-month percent change of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9873,33,47,1.2,[]
anl15_bps_ind_18_m_6m_chg,The weighted 6-month percent change of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9889,49,131,1.2,[]
anl15_bps_ind_18_m_cos,The number of companies with an 18-month forward mean book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9899,62,522,1.2,[]
anl15_bps_ind_18_m_cos_dn,The number of companies for which 18-month forward mean book value per share (BPS) estimation has been lowered from last month within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9794,48,103,1.2,[]
anl15_bps_ind_18_m_cos_up,The number of companies for which 18-month forward mean book value per share (BPS) estimation has been raised from last month within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9762,43,79,1.2,[]
anl15_bps_ind_18_m_ests,The 18-month forward pro-rated total number of estimates within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9893,62,132,1.2,[]
anl15_bps_ind_18_m_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9509,51,117,1.2,[]
anl15_bps_ind_18_m_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9437,54,146,1.2,[]
anl15_bps_ind_18_m_gro,The weighted 18-month forward year-over-year growth of book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9885,47,223,1.2,[]
anl15_bps_ind_18_m_mean,The weighted average of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9899,42,413,1.2,[]
anl15_bps_ind_18_m_pe,The weighted average price/earnings ratio based on 18-month forward EPS estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9888,79,179,1.2,[]
anl15_bps_ind_18_m_st_dev,The weighted average standard deviation of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9853,31,51,1.2,[]
anl15_bps_ind_18_m_total,The total of 18-month forward book value per share (BPS) estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9899,85,580,1.2,[]
anl15_bps_ind_cal_fy0_gro,The weighted year-over-year growth of book value per share (BPS) estimation for the current calendarized fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9758,64,185,1.2,[]
anl15_bps_ind_cal_fy0_pe,The weighted average price/earnings ratio based on EPS estimation for the current calendarized fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9904,61,212,1.2,[]
anl15_bps_ind_cal_fy0_total,The total of book value per share (BPS) estimation for the current calendarized fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9917,82,211,1.2,[]
anl15_bps_ind_cal_fy0_val,The weighted average of book value per share (BPS) estimation for the current calendarized fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9917,39,76,1.2,[]
anl15_bps_ind_cal_fy1_1m_chg,The weighted 1-month percent change of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9878,33,137,1.2,[]
anl15_bps_ind_cal_fy1_3m_chg,The weighted 3-month percent change of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9891,33,124,1.2,[]
anl15_bps_ind_cal_fy1_6m_chg,The weighted 6-month percent change of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9893,44,84,1.2,[]
anl15_bps_ind_cal_fy1_cos,The number of companies with a calendarized 1 fiscal year book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.992,51,119,1.2,[]
anl15_bps_ind_cal_fy1_ests,The total number of calendarized 1 fiscal year book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9918,33,49,1.2,[]
anl15_bps_ind_cal_fy1_gro,The weighted year-over-year growth of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9884,35,79,1.2,[]
anl15_bps_ind_cal_fy1_mean,The weighted average of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.992,39,99,1.2,[]
anl15_bps_ind_cal_fy1_pe,The weighted average price/earnings ratio based on EPS estimation for the calendarized one fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9905,54,84,1.2,[]
anl15_bps_ind_cal_fy1_st_dev,The weighted average standard deviation of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9873,31,54,1.2,[]
anl15_bps_ind_cal_fy1_total,The total of book value per share (BPS) estimation for the calendarized 1 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.992,48,99,1.2,[]
anl15_bps_ind_cal_fy2_1m_chg,The weighted 1-month percent change of book value per share (BPS) estimation for the calendarized 2 fiscal years aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9878,29,43,1.2,[]
anl15_bps_ind_cal_fy2_3m_chg,The weighted 3-month percent change of book value per share (BPS) estimation for the calendarized 2 fiscal year aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9882,28,64,1.2,[]
anl15_bps_ind_cal_fy2_6m_chg,The weighted 6-month percent change of book value per share (BPS) estimation for the calendarized 2 fiscal years aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9872,28,51,1.2,[]
anl15_bps_ind_cal_fy2_cos,The number of companies with a calendarized 2 fiscal years book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9914,84,366,1.2,[]
anl15_bps_ind_cal_fy2_ests,The total number of calendarized 2 fiscal year book value per share (BPS) estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",USA,1,TOP3000,MATRIX,0.9914,69,165,1.2,[]
